,Text,Date,Retweets,Favorites,Mentions,HashTags
132,"Truly an honor listening to our next #FLOTUS @DrBiden discuss motherhood, the trauma of lockdown drills, and how @MomsDemand @Everytown Survivor Network &amp; #StudentsDemandAction will help elect a gun sense president in November. #GSU2020 #WatchUsWork #MomsAreEverywhere @JoeBiden",2020-08-09 20:05:12+00:00,7,35,@DrBiden @MomsDemand @Everytown @JoeBiden,#FLOTUS #StudentsDemandAction #GSU2020 #WatchUsWork #MomsAreEverywhere
133,This would be the perfect post lockdown date. Chemistry that sparks across 2 metres is vital! #ASuitableBoy,2020-08-09 20:05:05+00:00,10,46,,#ASuitableBoy
134,"A National Lockdown Could Be The Economy's Best Hope, Says Minneapolis Fed President ",2020-08-09 20:04:03+00:00,38,67,,
135,Lockdown &gt; Pepper dem,2020-08-09 20:00:25+00:00,27,16,,
136,And this is precisely why the government are now saying that community transmission is inevitable. All that stands between us and a return to lockdown is THEIR sheer incompetence! Let’s vote them out before they lock us in! #nzpol,2020-08-09 19:59:41+00:00,6,30,,#nzpol
137,Fed's Kashkari advocates six-week economic lockdown to defeat the coronavirus https://cnb.cx/2DNAVpu I've been suggesting this for weeks. Wouldn't even have to be 6 weeks. 4 to 5 would do it. Most of those who are infected would have recovered and no longer be contagious.,2020-08-09 19:57:29+00:00,21,33,,
138,"I am wondering how a mask worrier and lockdown fan like you got Coronavirus. Strange. Maybe you ignored the rules that you favor, or maybe those measures don’t work as good as you think they work. Vote in the poll:",2020-08-09 19:56:49+00:00,200,693,,
139,"Loving this dress. I bought it during lockdown and it’s made from Ankara, which is an African wax printed fabric. I got it from Airboney, an Irish based Afro-caribbean fashion brand. ",2020-08-09 19:56:32+00:00,10,73,,
140,"I can acknowledge that I have a long term turbulent relationship with my body, as a gay man and as a man of fetish. I have used my time over lockdown to reflect on this and feel more comfortable within my own body, regardless of the troubles it causes for me. I am working on this pic.twitter.com/kADfXi2QFs",2020-08-09 19:55:24+00:00,7,81,,
141,"Don't people understand that pandemic is a biological crisis? Not constitutional. Not economic. And definitely not political. In COVID19 pandemic crisis, you give all respect to the virus: masks, distancing, wash hands, and lockdown. So far America has not shown any.",2020-08-09 19:54:29+00:00,27,175,,
142,"Around 190 countries imposed some form of lockdown An unproven strategy at containing viruses which would cause economic, social and health impacts for years to come Yet nearly every country did it Why? It’s been planned for years",2020-08-09 19:54:13+00:00,30,90,,
143,We started our tour of #Offaly last week with a trip to the wonderful Clara Bog. From there we headed west towards Shannonbridge and Shannon Harbour. So much to see in your lockdown county - find and enjoy! #Staycation #HolidayAtHome #Covid19,2020-08-09 19:47:45+00:00,7,72,,#Offaly #Staycation #HolidayAtHome #Covid19
144,"Here in NZ our freedoms depend entirely on Covid numbers. One unexplained case tomorrow could send us straight back into lockdown. Border controls must now stay in place for years. Hospitality, tourism and air travel industries have been decimated. Govt debt at an all time high.",2020-08-09 19:47:39+00:00,26,87,,
145,"UK could go back into lockdown next month, ex-government adviser warns ",2020-08-09 19:45:08+00:00,38,61,,
146,US-based British runner Marc Scott now holds the UK 5km records both indoors and on the roads and we profiled him in-depth before lockdown https://www.athleticsweekly.com/interviews/marc-scott-profile-1039931430/ @_MarcScott @BowermanTC @CambAndCol @BritAthletics @nikelondon @kimbia @TulsaTrack @podium5k @Jason_AW,2020-08-09 19:44:06+00:00,10,56,@_MarcScott @BowermanTC @CambAndCol @BritAthletics @nikelondon @kimbia @TulsaTrack @podium5k @Jason_AW,
147,What happened to a group of basketballers who underwent a 60 day lockdown? A new study gives us some answers - my latest for @hmmrmedia,2020-08-09 19:42:00+00:00,11,39,@hmmrmedia,
148,"Know what he was doing, he pretty much did. And his smart lockdown worked. It worked better than most countries &amp; if you are someone who truly believes in wanting what’s good for your country, you must see this. Call out the bad stuff. But don’t be blind to this. #coronavirus",2020-08-09 19:41:07+00:00,9,30,,#coronavirus
149,"My bum has actually tripled in size over lockdown and I’m only just realising none of my clothes fit, the day before I’m going out ",2020-08-09 19:39:47+00:00,2,61,,
150,"There's a personality type where interacting with other people is like eating your vegetables, it's stressful at the time, but if you don't do it, your mental health decays in the long term, so you force yourself to do it, and lockdown is bad because it takes a lot more force",2020-08-09 19:38:04+00:00,36,220,,
151,Can California avoid a second coronavirus lockdown? Its recent surge in cases illustrates the risks of reopening quickly. ,2020-08-09 19:38:04+00:00,33,102,,
152,So much people come up to me this weekend and said thank you for getting us through lockdown It made me really realise how powerful music is.. #MusicIsTheAnswer,2020-08-09 19:37:31+00:00,3,35,,#MusicIsTheAnswer
153,"Sunday walk around Bressay, haven’t been across to the island since before the start of lockdown, lovely to get back on such a beautiful warm sunny day, visibility was fantastic, amazing views with perfect panoramic blues #seascape #sky #shetlandsummer #shetland #bressay #walks – at Bressay",2020-08-09 19:36:26+00:00,11,77,,#seascape #sky #shetlandsummer #shetland #bressay #walks
154,I have not tweeted for a while as it's really though to stay positive in these stressful lockdown times with no winesales in South Africa! Our oxygen levels are extremely low &amp; President #Ramaphosa and his team are waiting for better days Please buy our wines abroad!,2020-08-09 19:33:17+00:00,19,77,,#Ramaphosa
155,"That doesn’t mean a new lockdown. It just means not socializing indoors, primarily, and following hygiene/distancing advice. That advice may very will turn into new restrictions if the trend continues to be negative.",2020-08-09 19:31:17+00:00,23,160,,
156,Here’s this weeks healthy todo list 1) Wear a mask and don’t be the idiot that doesn’t 2) Find a company in Kildare/Offaly/Laois that is closed due the lockdown and buy something on their website as a random act of kindness 3) Wash your hands,2020-08-09 19:29:54+00:00,517,2977,,
157,Post and go but also I miss my body looking like this.. lockdown ruined it all https://twitter.com/sihle_kunutu/status/1292473674222665728,2020-08-09 19:24:55+00:00,2,33,,
158,"The Lockdown, the fear &amp; hardship has pushed so many people beyond their limits. Jobs lost, no cash, tears of frustration, kids at home, fights, sleepless nights, lives destroyed. So many lived this daily before Covid. We have to build it back better than before. Never again! ",2020-08-09 19:23:41+00:00,8,52,,
159,Renew calls to sack Dominic Cummings after reported rise in lockdown rule-breaking since his Durham trip. Really? He won’t budge - ever. https://www.theneweuropean.co.uk/top-stories/public-lose-faith-in-no-10-s-covid-response-dominic-cummings-1-6781037,2020-08-09 19:22:49+00:00,24,36,,
160,boyfriend tom lockdown commencing all over again idgaf ,2020-08-09 19:21:59+00:00,2,88,,
161,y'all gonna b sick when my michelle obama pure lockdown violates the squad ,2020-08-09 19:19:43+00:00,6,20,,
162,"This is an old chat but there's nothing better than a long weekend, even in lockdown ",2020-08-09 19:19:06+00:00,5,101,,
163,"You're welcome Eric b4 ur arrival we already chose the Asoebi colour which is Lockdown green and pandemic gold, I'm glad you like it ",2020-08-09 19:18:09+00:00,25,249,,
164,"NZ is a trading nation. It’s exports have recovered from lockdown, job loss no.s are less than predicted, and bc NZs can travel and mingle anywhere within NZ, hospitality has not collapsed. Isolation = less deaths Fast action = less deaths Fast contact tracing = less deaths",2020-08-09 19:17:44+00:00,15,45,,
165,"20 weeks ago we went into lockdown and schools closed. Tomorrow, Scottish teachers return to school for what is sure to be the strangest first term in many years, if ever. I am nervous, excited and confident we will “get it right for every child”.",2020-08-09 19:15:18+00:00,6,251,,
166,‘We’ve gone on a lockdown sceptics dating forum by mistake.’ ,2020-08-09 19:12:41+00:00,54,415,,
167,"Hello Twitter Right at the beginning of lockdown me and @phonehome21 had a little idea which turned into Homestay. Over the moon to say we've been recognised by 5 festivals and if you haven't already watched on insta, here's the final film, enjoy!",2020-08-09 19:09:32+00:00,9,24,@phonehome21,
168,"Experts reckon when you tell people your ambition, you’re so much more likely to stick with it & achieve it. So Twitter folk, I’d like to lose 2 stone of Lockdown timber I’ve accumulated. Feeling pretty proud of managing a 5km run after only a week of pounding the streets. ",2020-08-09 19:08:19+00:00,0,118,,
169,Heard Portobello beach was mobbed today...if true what the hell are you thinking people we have not had any deaths in about a fortnight and infection rate was down seriously get a bloody grip folk we will end up in lockdown yet again because you selfish brats can't behave,2020-08-09 19:08:13+00:00,19,132,,
170,How are Indigenous peoples fighting for their lands during lockdown — while simultaneously addressing deep-rooted racial inequality? @ConservationOrg interviewed two Indigenous leaders and shares their insights. #IndigenousPeoplesDay,2020-08-09 19:06:00+00:00,21,47,@ConservationOrg,#IndigenousPeoplesDay #IndigenousPeoplesDay
171,Regan Grace spent lockdown racing greyhounds. ,2020-08-09 19:03:37+00:00,26,217,,
172,Omo Lucy fit use style win this BBNaija Lockdown edition o. Someone said her fans are our parents at home . Them no get time for twitter. #BBNaija #bbnaija2020 #BBNajia,2020-08-09 19:02:14+00:00,108,835,,#BBNaija #bbnaija2020 #BBNajia
173,"A diplomat and diplomatic scholar explore Dublin’s coast! Happy to be reunited after 7 months! Last time we met was in Rome pre lockdown, pre pandemic, pre madness. Glad to have friends who you meet after months, and pick up right where you left off! @curiouschiara #lovindublin",2020-08-09 19:01:03+00:00,8,181,@curiouschiara,#lovindublin
174,PHE Report based on 100 teachers during lockdown. Big enough and representative enough for September? I don't think so ,2020-08-09 18:59:52+00:00,10,30,,
175,The dramatic drop in greenhouse gases and air pollutants seen during the global lockdown will have little impact on our warming planet. However a strong green stimulus could keep the world from exceeding 1.5C of warming by the middle of this century. ,2020-08-09 18:59:00+00:00,64,89,,
176,Canceled a threesome the night before lockdown to let a friend crash on our couch and 5 months later let me tell you that friend has not sent even a single fruit basket as an apology.,2020-08-09 18:58:43+00:00,5,199,,
177,"Shoutout to the ladies that reject every guy and still end up with the wrong guy, I feel y’all pain ...... TB Pre lockdown #eljayxswizz #stolen",2020-08-09 18:55:15+00:00,6,63,,#eljayxswizz #stolen
178,"You can tell yourself it's because NZ is an island. But NZ is deeply enmeshed in the global economy--a lot intl throughput. NZ was the first country in the world to stop flights from Wuhan, and when they imposed a countrywide lockdown they had countrywide compliance ",2020-08-09 18:54:37+00:00,10,35,,
179,"I feel so bad for all the older people in lockdown, my nanny had just got back a little routine of going into town, getting her bits, going to mass etc &amp; now she’s back locked away essentially. this is infuriating because it could have been avoided. this is the governments fault",2020-08-09 18:50:28+00:00,2,261,,
180,We can’t share these posts enough. To remind people the true cost of the Govt unlawful lockdown measures that continue still! No Health Service anymore ,2020-08-09 18:49:59+00:00,101,149,,
181,"UK 'heading back into lockdown next month', says government's ex-chief scientist ",2020-08-09 18:47:54+00:00,108,100,,
182,Setting your alarm for work on a Sunday night really has you thinking “Maybe lockdown wasn’t too bad after all?”,2020-08-09 18:47:13+00:00,11,166,,
183,"Pretty productive 2020 so far, thanks 2 lockdown mainly! All these were taken with &lt;£1000 worth of kit, and that includes camera, laptop, barlow and ADC! #astronomy #Astrophotography #solarsystem #planets #STEM #Telescopes",2020-08-09 18:46:45+00:00,34,242,,#astronomy #Astrophotography #solarsystem #planets #STEM #Telescopes
184,Tochi has been evicted from the Big Brother Naija House Making him the 4th housemate to be evicted from the Big Brother Naija Lockdown reality show #bbnaija2020 #bbnaija2020lockdown,2020-08-09 18:46:44+00:00,6,48,,#bbnaija2020 #bbnaija2020lockdown
185,Off to @NandosUK tomorrow with friends I've not seen for over a year and I can't bloody wait! first time out properly since lockdown too ,2020-08-09 18:44:08+00:00,0,135,@NandosUK,
186,Y'all. I live in the first county in Norway that has commenced second lockdown after increase in cases after border opening. Haven't hugged my parents in 5months. Seen them only twice. Can everyone take this seriously and just be fucking careful?,2020-08-09 18:42:31+00:00,6,49,,
187,Some of the people we miss most during lockdown are our #AgentsofSHIELD family. We'll all be watching the last episodes on Wednesday night. Will you?,2020-08-09 18:41:38+00:00,6,67,,#AgentsofSHIELD
188,Thanks so much for having me back! @TheGrandClapham is one of my favourite venue in the whole world and so happy to be on the stage. Aaaaand this was my first live show after the lockdown and I’m so emotional now... Thank you. ,2020-08-09 18:40:12+00:00,5,52,@TheGrandClapham,
189,"So, @DawnButlerBrent gets stopped driving around London whilst Dominic Cummings drives hundreds of miles, breaks lockdown rules and nobody seems worried. We might well ask why the difference in treatment between those two people...and I’m not just talking about the Police here ",2020-08-09 18:38:06+00:00,1207,5266,@DawnButlerBrent,
190,"Don't people understand that pandemic is a biological crisis? Not constitutional. Not economic. And definitely not political. In COVID19 pandemic crisis, you give all respect to the virus: masks, distancing, wash hands, and lockdown. So far America has not shown any.",2020-08-09 18:36:17+00:00,8,83,,
191,EDITORIAL: The never-ending lockdown of 2020 ,2020-08-09 18:35:54+00:00,89,161,,
192,"Feedback of some traders of Lahore, after ending #COVID19 lockdown: ",2020-08-09 18:35:04+00:00,323,765,,#COVID19
193,Durness 'swamped' by post-lockdown roadside campers ,2020-08-09 18:34:51+00:00,16,36,,
194,"MUST READ Belarus President has exposed that #WorldBank #coronavirus aid comes with conditions for imposing extreme lockdown measures, model COVID-19 response on that of Italy &amp; even changes in economic policies which he refused as being “unacceptable”. ",2020-08-09 18:30:12+00:00,25,29,,#WorldBank #coronavirus
195,Weird to think that life would be so different right now if lockdown/corona hadn’t happened,2020-08-09 18:29:22+00:00,6,44,,
196,"As of August 6, only 15.3% of Navajo Nation households have self-responded to the 2020 Census. During the 32-hour weekend lockdown, please take a few minutes to self-respond. You can respond online, by mail, by phone, or in-person. Ahe’hee’ ",2020-08-09 18:27:36+00:00,25,59,,
197,Pre and Post lockdown. ,2020-08-09 18:24:33+00:00,59,1661,,
198,Boris can poke his lockdown up his arse until he puts every illegal that arrives in secure detention centres . Why the fuck should we comply when these savages are free to roam our streets and infect us anyway,2020-08-09 18:20:30+00:00,24,62,,
199,"Played my first 6 a side game since lockdown tonight, bagged So unfit tho But good to be back Anyone else back playing yet?",2020-08-09 18:20:29+00:00,1,188,,
200,"I still don’t understand people who think that Covid won’t work it’s way through the population regardless of lockdown. Countries who front-loaded their deaths by late or voluntary lockdown (UK, Italy, Sweden) are in the best position now with high level of population immunity. ",2020-08-09 18:18:42+00:00,12,31,,
201,Our latest post (Don’t get Petfished: Vets and Celebrities Lead Public Warnings Against ‘Cruel and Opportunist’ Lockdown pet Sellers) is now live! Please check it out on https://katzenworld.co.uk/2020/08/09/dont-get-petfished-vets-and-celebrities-lead-public-warnings-against-cruel-and-opportunist-lockdown-pet-sellers/ #cats #katzenworld #catlovers :D,2020-08-09 18:16:32+00:00,6,29,,#cats #katzenworld #catlovers
202,"To face mask police / politicians, as long as 1 person, on the planet has the Covid-19, China Virus, the virus will always be here. It’s not going away. Do you want to live the rest of your life in lockdown? Wearing a face mask? What kind of life are you going to choose? ",2020-08-09 18:13:49+00:00,235,159,,
203,Lockdown supporters cannot bear the thought that Sweden has got it right ,2020-08-09 18:13:32+00:00,19,29,,
204,"where was this energy for 97 liners? yet they still got dragged by these double standard btches even though there was no lockdown in sk implemented atm, thats when you know they don't care about any of this once bts is involved they are bound to get drag. ",2020-08-09 18:11:16+00:00,129,564,,
205,President Trump's executive orders avoids the radical provisions disguised as Pelosi's stimulus package. Learn more of what she's tied to include in a bill that isn't designed to help America's working families during our recovery from the lockdown. ,2020-08-09 18:10:00+00:00,442,1012,,
206,"Socially intolerable Protecting your adviser who broke lockdown rules Economically unsustainable The biggest drop in economic output in the G7 with millions of job losses to come Morally indefensible Your policy of ""take it on the chin"" leading to 70,000 deaths Own it ",2020-08-09 18:09:07+00:00,28,57,,
207,Police stopped Dawn Butler for a ‘Yorkshire number plate’ but Dominic Cummings took his kids on a potentially blind joyride and a 260 mile trip during lockdown and he held a press conference about why that’s okay,2020-08-09 18:06:50+00:00,6625,30023,,
208,"Yes it must be the lockdown that’s making dating hard for selfish, reckless conspiracy nuts. ",2020-08-09 18:06:46+00:00,5,68,,
209,Lockdown Windhoek Lookdown Windhoek Lockdown Windhoek Lockdown Windhoek Lockdown Windhoek Lockdown Windhoek Lockdown Windhoek Lockdown Windhoek,2020-08-09 18:05:45+00:00,9,33,,
210,Victorian lockdown may lead to supermarket supply issues – but panic buying impact greater ,2020-08-09 18:05:25+00:00,22,35,,
211,"""If we value our scientists, our science will surely benefit"" One PhD student shares his experiences of lockdown and his concerns for the future https://elifesciences.org/articles/59285?utm_source=twitter&amp;utm_medium=social",2020-08-09 18:03:01+00:00,14,33,,
212,"While EFF is coming up with innovative ideas during lockdown to celebrate #EFFWomensDayRally haters are busy criticizing. Lol we are coming back to you this is just the beginning. Good night CIC Julius Malema, EFF leadership, ground forces, fighters on the continent &amp; in diaspora",2020-08-09 18:02:32+00:00,31,251,,#EFFWomensDayRally
213,"Prominent Minnesotans are calling for a strict, state-by-state lockdown to suppress COVID-19, saying tougher restrictions in the short-term would save lives and more quickly restore the economy. ",2020-08-09 18:01:00+00:00,16,68,,
214,Poll: Should the lockdown be lifted?,2020-08-09 18:00:46+00:00,12,13,,
215,What’s being reclaimed is the sense of open public spaces enjoyed without the mediation of a paid-for event - my piece on our lockdown love of parks ,2020-08-09 17:59:37+00:00,30,118,,
216,"The only reason I made a track called 'G' is cos I wanted track 5 on the album which is all about our pandemic lockdown to read ""5G"" lol ",2020-08-09 17:56:44+00:00,8,39,,
217,"Be aware that city of #Minsk, #Belarus is under total lockdown. #belaruselection",2020-08-09 17:56:27+00:00,48,78,,#Minsk #Belarus #belaruselection
218,"Prepare for another lockdown. They need another one to completely destroy our economy, take more of our freedoms &amp; further their tyrannical plans. Normal flu season is coming, they will use this to increase fear when the elderly &amp; infirm die as, sadly, has always been the case.",2020-08-09 17:54:58+00:00,203,574,,
219,Looking forward to being part of this! they don’t lockdown London before then! ,2020-08-09 17:50:59+00:00,38,62,,
220,"40 official meals since lockdown. From burning water to amateur cook, MAMA I MADE IT! Give the page a follow if you like food.Counting down to a month long scoff fest so I’m taking it easy on the cooking now but I may try to reach the 50 meal mark so stay tuned ",2020-08-09 17:48:02+00:00,13,71,,
221,Many congrats to @andysulligolf on his victory today @HanburyManor on @EuropeanTour . Andy became an honorary member with us in 2016 and became our attached Tour Pro during lockdown. Proud to have you representing us. Classy from start to finish ... ,2020-08-09 17:47:37+00:00,15,236,@andysulligolf @HanburyManor @EuropeanTour,
222,"The mental health issues related to our lockdown and the pandemic are especially hard for people with depression. NAMI, The National Alliance on Mental Health has a 24 hour helpline: 1-800-950-6264.",2020-08-09 17:47:26+00:00,11,35,,
223,Suspect a few piss takers have infiltrated Toby Young's excruciating 'lockdown sceptics' dating forum ,2020-08-09 17:47:21+00:00,10,65,,
224,Someone from Yorkshire in London and they are black. Call the police. Someone from London in Durham in Lockdown and they are white. Nothing to see here. #NotmovingontilDomisgone,2020-08-09 17:46:39+00:00,17,78,,#NotmovingontilDomisgone
225,"Before quarantine, I wanted to become a doctor.But the student inside me has died in this lockdown. I want to quit my studies now. Bs inter hi bht hai!",2020-08-09 17:43:17+00:00,3,42,,
226,Some people are gingerly coming out of Covid lockdown and going on holiday. What’s the first thing TERFs do?... Why sticker the town they’re staying in with transphobic stickers of course! Yet another sign they’re obsessive extremists. ,2020-08-09 17:43:16+00:00,16,56,,
227,Given what we have learned during a horrendous 6 months about the age-discrimination of #COVID19 - it is time for a rethink of #lockdown and time for us all to consider giving young people back their freedom. ,2020-08-09 17:41:25+00:00,10,39,,#COVID19 #lockdown
228,"If this lockdown continues more and more, at some point we just gone have to ultimately rebel because the opening and closing repeatedly don’t make no sense.",2020-08-09 17:36:42+00:00,72,166,,
229,Can we keep having Zoom Meetings even after lockdown...PLEASE. No unnecessary drives to meetings anymore,2020-08-09 17:36:10+00:00,10,48,,
230,Insert 10 emojis you've recently used to see if you are happy or life ke Lockdown ....,2020-08-09 17:32:21+00:00,17,30,,
231,"Attention citizens! Your Dept. Of Pandemia and Amazon announce Lockdown Prime (TM). Members enjoy free train transport to Hygenic Communities (please don’t call them camps), where all member needs will be met. Bezos makes free. Two-day shipping also included. Attention citizens!",2020-08-09 17:30:06+00:00,133,648,,
232,ICYMI: The Federal Government expended about N523.3 million on school feeding programme during the lockdown against the coronavirus pandemic https://buff.ly/2DE8SZU,2020-08-09 17:29:38+00:00,21,60,,
233,"Are cars from North Yorkshire not allowed into London? If the police are this hot on “out of town cars”, it makes you wonder how Cummings made it up north at the height of lockdown without being stopped ",2020-08-09 17:25:35+00:00,50,150,,
234,We return to the airwaves tomorrow with the latest on the #migrant scandal from @TiceRichard and the #coronavirus lockdown with @ClarkeMicah - tune in from 10am,2020-08-09 17:25:20+00:00,74,267,@TiceRichard @ClarkeMicah,#migrant #coronavirus
235,"Here is the case profile per 100,000 popl for the 3 lockdown counties based on NPHET data up to 07/08. There could be a case for Laois to exit lockdown early if the current downward trend continues. Peak infection 2nd of Aug. No overwhelming logic to link to other two counties. ",2020-08-09 17:25:16+00:00,14,76,,
236,How come they stop Dawn but somehow neglected to stop Cummings DURING LockDown?,2020-08-09 17:22:06+00:00,21,140,,
237,"New idea: the lockdown lovers can lock themselves down. Four weeks, six weeks, whatevs. The rest of us will stay unlocked.",2020-08-09 17:21:27+00:00,3619,16198,,
238,"Wild hair thanks to the bike helmet & a decent breeze. A wee pedal to Rogie Falls & Loch na Crann with a delicious treat - feels like a holiday, left no trace. Non alcoholic G&T (Seedlip & Schweppes) has been one of our best lockdown discoveries. ",2020-08-09 17:19:08+00:00,8,85,,
239,"Calling for preemptive lockdown for the 2nd wave even though the 1st lockdown never ended! Increased lockdown will not save the economy, it will finish it off. Mason by name.. ",2020-08-09 17:18:27+00:00,17,48,,
240,Happy Sunday we had a wonderful time visiting family today for the first time since lockdown so precious #follow #ZSHQ #puppy #Zombiebullz #WeTheNorth #pedegree #dog #puppies #HereWeGo #NYYankees #Ruffriderz #puppybulldog #TJ5,2020-08-09 17:16:50+00:00,10,112,,#follow #ZSHQ #puppy #Zombiebullz #WeTheNorth #WeTheNorth #pedegree #dog #puppies #HereWeGo #NYYankees #Ruffriderz #puppybulldog #TJ5
241,Religious liberty is being attacked by the left like never before. Not only has Americans’ God-given right to worship been disregarded during this lockdown... We can’t even disagree on certain social issues without fearing retribution. We must defend religious liberty! ,2020-08-09 17:16:22+00:00,40,87,,
242,Immunity not transmission determines mortality. There is absolutely no correlation between lockdown measures and mortality,2020-08-09 17:15:55+00:00,20,125,,
243,Lockdown supporters cannot bear the thought that Sweden has got it right ,2020-08-09 17:14:31+00:00,33,55,,
244,I just want to say my heart goes out to all of you who are struggling through this lockdown. My life is easy compared to what many of you are enduring. I continue to pray that America can overcome. God bless all who are suffering on this Sunday.,2020-08-09 17:11:33+00:00,2183,9745,,
245,"PM @narendramodi said govt has transferred Rs 75,000 crore to farmers under #PMKisanYojana in last one-and-a-half years, of which Rs 22,000 crore was remitted during #lockdown period ",2020-08-09 17:10:00+00:00,14,116,@narendramodi,#PMKisanYojana #lockdown
246,'A total of 743 employees of Tirumala Tirupati Devasthanams (TTD) tested positive for COVID-19 after the temple was opened for darshan to devotees following relaxation of lockdown norms' ,2020-08-09 17:08:52+00:00,1650,4336,,
247,"System up with the top down, got the city on lockdown #Blue #SchnauzerGang #ZSHQ",2020-08-09 17:07:06+00:00,9,109,,#Blue #SchnauzerGang #ZSHQ
248,If Lockdown Is To Be Over Then Please #ReopenMedicalColleges Aswel.,2020-08-09 17:05:20+00:00,20,51,,#ReopenMedicalColleges
249,I thought beaches were closed. Why are foreign boaters still allowed on beaches? Do these lockdown orders not apply to them? I’m confused.,2020-08-09 17:04:58+00:00,5,29,,
250,People work longer and different hours under lockdown ,2020-08-09 17:03:38+00:00,7,20,,
251,Nine years of war and several months of COVID-19 lockdown has not taken away their positive outlook on life. These Syrian refugees have a message to share. ,2020-08-09 17:02:00+00:00,38,96,,
252,Super-rich families are buying multiple citizenships to prepare for the next lockdown. Here's how citizenship-by-investment programs work and why they're getting more popular. ,2020-08-09 17:01:03+00:00,76,126,,
253,"State-sponsored #COVID19 TERRORISM: L.A. threatens to cut off electricity &amp; water of private homes that refuse to comply with authoritarian lockdown rules. PRESIDENT Signs Executive Order: Payroll Tax Holiday, Enhanced Unemployment Checks PELOSI STUNNED ",2020-08-09 16:58:15+00:00,21,38,,#COVID19
254,"Respect goes to Marina Granovskaia, who didn’t fall for the pressure of Willian & his agent. They can go and do as many interviews as they want, also claimed to be unauthorised ones during lockdown to put pressure on the club but she didn’t fall for it at all. We move on!!#CFC",2020-08-09 16:57:44+00:00,106,1559,,#CFC
255,"As for Chelsea, Lampard has really shit the bed post lockdown. He went from having a reliable pattern of breaking down low blocks, compactness in transition, good approaches in big games and being unlucky to being so far behind in the league to overly fluid, naive football.",2020-08-09 16:55:07+00:00,6,70,,
256,"People getting annoyed about a local lockdown are, like you, under a false impression that it's simple to prevent meat factory outbreaks. And yet the evidence is almost no country with a meat industry has managed to avoid meat plant clusters.",2020-08-09 16:54:25+00:00,6,77,,
257,Namibia was on full lockdown with 2 cases. Now it’s just vibes ,2020-08-09 16:53:18+00:00,89,384,,
258,"In The Spectator. Lionel Shriver writes Covic Deaths stand at 46.000 ??? Hong Kong Flu of 1968/69 killed 80.000 Britons. No lockdown, no masks, no social distancing, back then. COVIC is unpredented: never has a virus been so oversold”. NO wonder BJ doesn’t want a full enquiry.",2020-08-09 16:52:50+00:00,74,153,,
259,New Zealand got rid of the virus by imposing a strict lockdown in late March when only about 100 people had tested positive for the disease. That stopped its spread ,2020-08-09 16:52:21+00:00,232,819,,
260,Spoke on the need of resuming the economic activities as many people are suffering due to continued #lockdown . We need a systematic #unlock plan while fighting #coronavirus #pandemic .,2020-08-09 16:52:10+00:00,40,306,,#lockdown #unlock #coronavirus #pandemic
261,I have been in Tembisa today. Fuckall COVID 19 going on there. It is scary to see how many people does not wear masks. I was made to believe that that it was exactly how it was during lockdown too! ,2020-08-09 16:51:17+00:00,40,97,,
262,Don't agree with our PM on the endless Lockdown but UKGov's bail-out of business &amp; jobs was welcome. As is his showing faith in Scotland as a tourist destination for English folk. Hope you will promote this @VisitScotland ! Quite the reverse of #SNP saying F-Off to visitors.,2020-08-09 16:47:27+00:00,23,56,@VisitScotland,#SNP
263,"A missed Celtic during lockdown etc but this can’t be good for your health If we don’t get a win that’s my whole week ruined, that’s how my life works ",2020-08-09 16:44:49+00:00,13,331,,
264,Evening all. Just to let you know im recording an interview with bbc5live tomorrow. The content will be concerning a @MencapCymru recent survey on the catastrohic effect lockdown has had on disabled people and their carers. Hoping to get on channel 4 too.,2020-08-09 16:44:22+00:00,31,103,@MencapCymru,
265,Name something a terrible 2 year old refuses to do? Why do these answers look like lockdown instructions??? #FamilyFeudSA @KFCSA,2020-08-09 16:42:00+00:00,25,150,@KFCSA,#FamilyFeudSA
266,"@NCDCgov where is social distancing during this funeral? Please call off this lockdown or simply allow event centers to open, since April, no business. I'm married with a 4 yrs old daughter, please, we can live with this virus just like others HIV, Ebola, SARS ....",2020-08-09 16:40:16+00:00,13,69,@NCDCgov,
267,A US Citizen Is Among 44 Tablighi Activists Of Foreign Origin Who Chose To Face Trial Ali is not accepting that he has violated visa rules & COVID regulations as he had left the Markaz Tablighi Jamaat well before the announcement of lockdown on March 24. ,2020-08-09 16:36:50+00:00,101,172,,
268,Is anyone emotionally prepared for the inevitable COVID-19 lockdown when everything goes to hell this fall?,2020-08-09 16:35:05+00:00,9,172,,
269,"Official SAGE minutes show lockdown caused MORE deaths from cancer and heart disease, than people who died from Covid. Boris must fire the CMO and his cronies without further delay. ",2020-08-09 16:33:50+00:00,47,61,,
270,Baked Bean received emergency treatment during #lockdown at PDSA Bradford &amp; was diagnosed with a chest infection She was prescribed antibiotics &amp; is now recovering thanks to our vets Please donate so we can help more pets like Baked Bean: https://bit.ly/3kagtQm #PDSAPets,2020-08-09 16:32:04+00:00,21,128,,#lockdown #PDSAPets
271,"Indian armys ik we all have fcked up sleeping schedules coz of the lockdown But please note that the single is releasing at ""9:30 AM"" on august 21 which means we gotta wake up early Please don't say I'm gonna stay up the previous night...",2020-08-09 16:30:52+00:00,762,2668,,
